trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.355, 'e': 0.9900498337491681}",30,0,-132.8580449130895,"{0: 15, 1: 9, 2: 4, 3: 1, 4: 1}",0
2,False,"{'a': 0.355, 'e': 0.9801986733067554}",20,0,-110.47145106057836,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
3,False,"{'a': 0.355, 'e': 0.9704455335485082}",30,0,-211.16252357400543,"{0: 13, 1: 7, 2: 5, 3: 3, 4: 2}",0
4,False,"{'a': 0.355, 'e': 0.9607894391523232}",20,0,-123.10946397675517,"{0: 9, 1: 5, 2: 3, 3: 2, 4: 1}",0
5,False,"{'a': 0.355, 'e': 0.9512294245007139}",20,0,-161.1083694198613,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
6,False,"{'a': 0.355, 'e': 0.9417645335842487}",30,15,-30.461652281695606,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
7,False,"{'a': 0.355, 'e': 0.9323938199059482}",20,12,-6.022835689853803,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
8,False,"{'a': 0.355, 'e': 0.9231163463866358}",30,0,-174.38167892769306,"{0: 17, 1: 5, 2: 3, 3: 3, 4: 2}",0
9,False,"{'a': 0.355, 'e': 0.9139311852712282}",25,8,-84.59656211506723,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 0}",1
10,False,"{'a': 0.355, 'e': 0.9048374180359595}",20,0,-93.33626916559881,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
11,False,"{'a': 0.355, 'e': 0.8958341352965282}",20,0,-68.20674860463717,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
12,False,"{'a': 0.355, 'e': 0.8869204367171575}",30,3,-127.76828993194844,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 2}",1
13,False,"{'a': 0.355, 'e': 0.8780954309205614}",20,0,-31.322685947027065,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
14,False,"{'a': 0.355, 'e': 0.8693582353988057}",20,6,-116.65743477674627,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 2}",1
15,False,"{'a': 0.355, 'e': 0.8607079764250578}",20,0,-67.52023429804036,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
16,False,"{'a': 0.355, 'e': 0.8521437889662113}",20,0,-88.01801411483825,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
17,False,"{'a': 0.355, 'e': 0.8436648165963837}",20,0,-160.73543707568055,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
18,False,"{'a': 0.355, 'e': 0.835270211411272}",20,0,-110.78805522463014,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
19,False,"{'a': 0.355, 'e': 0.8269591339433623}",30,0,-119.8760447518335,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
20,False,"{'a': 0.355, 'e': 0.8187307530779818}",20,0,-35.00794447570982,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
21,False,"{'a': 0.355, 'e': 0.8105842459701872}",20,0,-52.5757983883304,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
22,False,"{'a': 0.355, 'e': 0.8025187979624785}",20,0,-5.301601783342457,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
23,False,"{'a': 0.355, 'e': 0.794533602503334}",25,7,-101.03645158110403,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
24,False,"{'a': 0.355, 'e': 0.7866278610665534}",25,0,-140.1720018613169,"{0: 13, 1: 6, 2: 3, 3: 1, 4: 2}",0
25,False,"{'a': 0.355, 'e': 0.7788007830714049}",25,0,-91.98179931948398,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
26,False,"{'a': 0.355, 'e': 0.7710515858035663}",25,0,-50.76906586768989,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
27,False,"{'a': 0.355, 'e': 0.7633794943368533}",20,14,3.7336382179616443,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.355, 'e': 0.7557837414557255}",25,0,-96.16713508631781,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
29,False,"{'a': 0.355, 'e': 0.7482635675785653}",25,0,-64.94244508033204,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
30,False,"{'a': 0.355, 'e': 0.7408182206817179}",20,2,-16.76509905012656,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
31,False,"{'a': 0.355, 'e': 0.7334469562242892}",25,0,-87.2476553476335,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
32,False,"{'a': 0.355, 'e': 0.7261490370736908}",30,10,-63.81759627071413,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",1
33,False,"{'a': 0.355, 'e': 0.7189237334319262}",20,0,-61.061014926209694,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
34,False,"{'a': 0.355, 'e': 0.7117703227626098}",25,0,-72.44066457083969,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
35,False,"{'a': 0.355, 'e': 0.7046880897187134}",20,0,-45.31191564607597,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
36,False,"{'a': 0.355, 'e': 0.6976763260710311}",20,9,-13.013123984360154,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
37,False,"{'a': 0.355, 'e': 0.6907343306373547}",30,0,-24.652229392330412,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
38,False,"{'a': 0.355, 'e': 0.6838614092123559}",25,4,-61.50008073850324,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 1}",1
39,False,"{'a': 0.355, 'e': 0.6770568744981647}",30,10,-82.10727195681159,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",1
40,False,"{'a': 0.355, 'e': 0.6703200460356393}",20,0,-64.46526307880603,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
41,False,"{'a': 0.355, 'e': 0.6636502501363193}",25,0,-52.080795526638354,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
42,False,"{'a': 0.355, 'e': 0.6570468198150569}",35,0,-29.62576393570225,"{0: 28, 1: 2, 2: 4, 3: 1, 4: 0}",0
43,False,"{'a': 0.355, 'e': 0.6505090947233165}",20,13,10.315032426527727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.355, 'e': 0.6440364210831414}",20,0,-41.80096233130952,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
45,False,"{'a': 0.355, 'e': 0.6376281516217732}",25,11,-72.25285475251621,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
46,False,"{'a': 0.355, 'e': 0.631283645506926}",30,0,-50.30905007818383,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
47,False,"{'a': 0.355, 'e': 0.6250022682827008}",20,8,-17.78689610034391,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
48,False,"{'a': 0.355, 'e': 0.6187833918061408}",30,12,-58.97474373549934,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 2}",1
49,False,"{'a': 0.355, 'e': 0.6126263941844161}",30,12,-30.89634535603622,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 0}",1
50,False,"{'a': 0.355, 'e': 0.6065306597126334}",30,0,-76.23529491498624,"{0: 21, 1: 5, 2: 2, 3: 1, 4: 1}",0
51,False,"{'a': 0.355, 'e': 0.6004955788122659}",20,3,-28.918374897871377,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
52,False,"{'a': 0.355, 'e': 0.5945205479701943}",35,0,-59.36344398076336,"{0: 26, 1: 5, 2: 3, 3: 0, 4: 1}",0
53,False,"{'a': 0.355, 'e': 0.5886049696783552}",20,0,-16.539268021907226,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
54,False,"{'a': 0.355, 'e': 0.5827482523739896}",20,6,-32.07101036573967,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
55,False,"{'a': 0.355, 'e': 0.5769498103804866}",20,0,-74.97891656721282,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
56,False,"{'a': 0.355, 'e': 0.5712090638488149}",20,0,-67.8887747230937,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
57,False,"{'a': 0.355, 'e': 0.5655254386995371}",20,10,6.389916527005347,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.355, 'e': 0.559898366565402}",25,10,-18.911876660733387,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
59,False,"{'a': 0.355, 'e': 0.554327284734507}",30,10,-44.93695986141066,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",1
60,False,"{'a': 0.355, 'e': 0.5488116360940265}",25,7,21.066487874415245,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.355, 'e': 0.5433508690744998}",20,8,-33.63920613787434,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
62,False,"{'a': 0.355, 'e': 0.5379444375946745}",20,0,-18.036341870209448,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
63,False,"{'a': 0.355, 'e': 0.5325918010068972}",20,7,-18.005913666255143,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
64,False,"{'a': 0.355, 'e': 0.5272924240430485}",30,16,-34.998483119001484,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
65,False,"{'a': 0.355, 'e': 0.522045776761016}",35,26,5.171977727433152,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
66,False,"{'a': 0.355, 'e': 0.5168513344916992}",25,7,-17.779380322886396,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
67,False,"{'a': 0.355, 'e': 0.5117085777865424}",25,7,-88.7356887033796,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 1}",1
68,False,"{'a': 0.355, 'e': 0.5066169923655895}",30,9,7.289194174255881,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
69,False,"{'a': 0.355, 'e': 0.5015760690660555}",30,0,-91.57335996149365,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
70,False,"{'a': 0.355, 'e': 0.49658530379140947}",25,0,-45.581082373671414,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
71,False,"{'a': 0.355, 'e': 0.4916441974609651}",20,0,-77.05989940029112,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
72,False,"{'a': 0.355, 'e': 0.4867522559599717}",20,1,-58.772278773099856,"{0: 13, 1: 4, 2: 0, 3: 1, 4: 1}",1
73,False,"{'a': 0.355, 'e': 0.4819089900902025}",20,0,0.20805505485983078,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
74,False,"{'a': 0.355, 'e': 0.47711391552103444}",25,4,-36.84074763634984,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
75,False,"{'a': 0.355, 'e': 0.4723665527410147}",20,10,3.6436902862485976,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
76,False,"{'a': 0.355, 'e': 0.4676664270099093}",25,0,-77.06769059943458,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
77,False,"{'a': 0.355, 'e': 0.463013068311228}",30,10,-57.92418238005229,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
78,False,"{'a': 0.355, 'e': 0.45840601130522357}",20,16,6.78346780727315,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.355, 'e': 0.4538447952823558}",35,17,-37.503983348405534,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
80,False,"{'a': 0.355, 'e': 0.44932896411722156}",20,0,-84.90779078880082,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
81,False,"{'a': 0.355, 'e': 0.44485806622294105}",25,0,11.415337748919908,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
82,False,"{'a': 0.355, 'e': 0.4404316545059992}",20,7,-54.031982584246805,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
83,False,"{'a': 0.355, 'e': 0.43604928632153556}",35,24,-1.880675573141089,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.355, 'e': 0.43171052342907973}",20,0,-62.07705165194329,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
85,False,"{'a': 0.355, 'e': 0.4274149319487267}",20,14,8.49429562427602,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.355, 'e': 0.4231620823177489}",30,3,-121.73804638959713,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 3}",1
87,False,"{'a': 0.355, 'e': 0.418951549247639}",25,7,-83.59293330612346,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 2}",1
88,False,"{'a': 0.355, 'e': 0.4147829116815814}",20,0,-22.743742227096536,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
89,False,"{'a': 0.355, 'e': 0.4106557527523455}",20,15,-1.7702180419813964,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.355, 'e': 0.40656965974059905}",20,12,-17.983965189950474,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
91,False,"{'a': 0.355, 'e': 0.40252422403363597}",20,16,6.529929358708519,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.355, 'e': 0.39851904108451414}",35,18,-6.577421148887574,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
93,False,"{'a': 0.355, 'e': 0.3945537103716011}",30,14,1.0077986996812707,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
94,False,"{'a': 0.355, 'e': 0.3906278353585211}",20,1,-10.553995956203725,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
95,False,"{'a': 0.355, 'e': 0.3867410234545012}",25,0,-19.729321063018403,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
96,False,"{'a': 0.355, 'e': 0.382892885975112}",35,23,20.159344525762986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.355, 'e': 0.37908303810339883}",25,15,-8.255535655919758,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.355, 'e': 0.37531109885139957}",25,4,-92.37658477686685,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 2}",1
99,False,"{'a': 0.355, 'e': 0.3715766910220457}",20,0,5.047866797196484,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
100,False,"{'a': 0.355, 'e': 0.36787944117144233}",20,7,19.100400245185433,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.355, 'e': 0.3642189795715233}",25,18,13.75525769926524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.355, 'e': 0.3605949401730783}",20,8,-6.208334182113424,"{0: 8, 1: 4, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.355, 'e': 0.3570069605691474}",30,17,16.31422739797437,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.355, 'e': 0.3534546819587801}",20,0,-38.59092066982532,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
105,False,"{'a': 0.355, 'e': 0.3499377491111553}",25,7,-18.987553379557358,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
106,False,"{'a': 0.355, 'e': 0.3464558103300574}",25,0,21.2058743638834,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
107,False,"{'a': 0.355, 'e': 0.34300851741870664}",20,0,13.10540732637638,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
108,False,"{'a': 0.355, 'e': 0.3395955256449391}",25,11,9.354014606213779,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.355, 'e': 0.3362164937067333}",20,9,20.23462008912335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.355, 'e': 0.3328710836980795}",25,17,5.362636862400115,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.355, 'e': 0.32955896107518906}",25,19,11.031323408392971,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.355, 'e': 0.32627979462303947}",20,5,22.83869600761135,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.355, 'e': 0.3230332564222529}",20,11,13.951866424727251,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.355, 'e': 0.31981902181630384}",20,8,-27.98104658805595,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
115,False,"{'a': 0.355, 'e': 0.31663676937905316}",20,10,-5.622673144148817,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.355, 'e': 0.3134861808826053}",20,6,19.247644219047856,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.355, 'e': 0.31036694126548503}",30,0,7.079421392829672,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
118,False,"{'a': 0.355, 'e': 0.30727873860113125}",20,12,-20.48696581137152,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
119,False,"{'a': 0.355, 'e': 0.3042212640667041}",20,12,-69.53960523579659,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
120,False,"{'a': 0.355, 'e': 0.30119421191220214}",25,10,-25.422810274200778,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
121,False,"{'a': 0.355, 'e': 0.2981972794298874}",25,16,5.861130239592525,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.355, 'e': 0.2952301669240142}",20,10,-46.96351884047752,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
123,False,"{'a': 0.355, 'e': 0.2922925776808594}",25,10,22.835550674156096,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.355, 'e': 0.28938421793905067}",30,0,23.768624702336503,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
125,False,"{'a': 0.355, 'e': 0.2865047968601901}",20,15,-33.64753420295489,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
