trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
130,False,"{'a': 0.355, 'e': 0.2725317930340126}",25,20,10.316392900257512,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.355, 'e': 0.2698200563846868}",25,8,-3.021126301070784,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
132,False,"{'a': 0.355, 'e': 0.26713530196585034}",25,11,20.04912907575896,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.355, 'e': 0.26447726129982396}",20,8,-21.285111418333656,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
134,False,"{'a': 0.355, 'e': 0.261845668580326}",25,8,19.61182659751538,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.355, 'e': 0.2592402606458915}",20,2,-15.201548491196034,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
136,False,"{'a': 0.355, 'e': 0.2566607769535559}",30,21,14.665037117720706,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.355, 'e': 0.25410695955280027}",20,8,-1.2432997435814324,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
138,False,"{'a': 0.355, 'e': 0.25157855305975646}",20,6,-32.02139216786477,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
139,False,"{'a': 0.355, 'e': 0.2490753046316682}",30,11,37.205409648410495,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.355, 'e': 0.24659696394160643}",20,0,-45.20239791946158,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
141,False,"{'a': 0.355, 'e': 0.2441432831534371}",20,0,-102.28561358679322,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
142,False,"{'a': 0.355, 'e': 0.24171401689703648}",25,11,0.8570036841107409,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
143,False,"{'a': 0.355, 'e': 0.23930892224375452}",20,8,-26.206954515207208,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
144,False,"{'a': 0.355, 'e': 0.2369277586821218}",20,0,-33.231358448897524,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
145,False,"{'a': 0.355, 'e': 0.23457028809379768}",25,5,23.838029380980892,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.355, 'e': 0.2322362747297588}",20,6,10.925205656441875,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.355, 'e': 0.22992548518672382}",20,10,17.100871722463754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.355, 'e': 0.2276376883838127}",25,13,18.733057611105295,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.355, 'e': 0.22537265553943875}",20,5,-0.9475144414448655,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
150,False,"{'a': 0.355, 'e': 0.22313016014842985}",20,9,6.086392520217272,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.355, 'e': 0.2209099779593782}",25,19,12.415724398507049,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.355, 'e': 0.21871188695221477}",30,5,11.346277383032817,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.355, 'e': 0.21653566731600704}",30,16,-74.51848868288499,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
154,False,"{'a': 0.355, 'e': 0.21438110142697797}",25,19,-2.0271869042660433,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.355, 'e': 0.21224797382674304}",20,7,12.438612152990212,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.355, 'e': 0.21013607120076472}",25,9,22.7977773365851,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.355, 'e': 0.20804518235702046}",20,7,1.4222176064564926,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.355, 'e': 0.20597509820488344}",30,17,11.624967930012584,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.355, 'e': 0.20392561173421342}",20,8,15.80739042619628,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.355, 'e': 0.2018965179946554}",25,16,15.48609724743421,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.355, 'e': 0.1998876140751445}",25,5,22.941341706902254,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.355, 'e': 0.19789869908361465}",25,0,14.268069854111676,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
163,False,"{'a': 0.355, 'e': 0.19592957412690934}",30,16,9.536353591724378,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.355, 'e': 0.19398004229089186}",20,5,10.738143685106277,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.355, 'e': 0.19204990862075408}",20,14,-28.338124390705975,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
166,False,"{'a': 0.355, 'e': 0.1901389801015205}",25,8,25.24997970305894,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.355, 'e': 0.18824706563874677}",20,0,25.519858347788627,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.355, 'e': 0.18637397603940997}",25,18,6.055069464098366,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.355, 'e': 0.18451952399298926}",20,5,13.969950504032926,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.355, 'e': 0.18268352405273464}",25,7,-16.29188075798114,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.355, 'e': 0.18086579261712207}",20,10,5.5648883638258795,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.355, 'e': 0.17906614791149322}",20,14,13.331325843809982,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.355, 'e': 0.17728440996987782}",25,10,20.336477192072355,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.355, 'e': 0.1755204006169969}",25,4,40.68247327313174,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.355, 'e': 0.1737739434504451}",20,0,33.56787871332848,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.355, 'e': 0.1720448638230505}",30,16,-14.571841760603714,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
177,False,"{'a': 0.355, 'e': 0.17033298882540943}",30,8,-31.83003780376245,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
178,False,"{'a': 0.355, 'e': 0.16863814726859552}",25,16,-6.43546244451124,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
179,False,"{'a': 0.355, 'e': 0.1669601696670407}",20,16,9.710248480122024,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.355, 'e': 0.16529888822158653}",25,10,28.382144435963102,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.355, 'e': 0.16365413680270405}",20,12,14.279609960051534,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.355, 'e': 0.16202575093388075}",30,13,18.880028131522355,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.355, 'e': 0.16041356777517277}",30,18,-28.125095084875703,"{0: 9, 1: 1, 2: 0, 3: 2, 4: 0}",1
184,False,"{'a': 0.355, 'e': 0.15881742610692068}",25,17,15.306118165664106,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.355, 'e': 0.1572371663136276}",20,0,0.6245252853990242,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
186,False,"{'a': 0.355, 'e': 0.1556726303679973}",25,7,33.32947164642916,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.355, 'e': 0.1541236618151314}",25,7,-5.52138104838944,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.355, 'e': 0.15259010575688386}",20,10,8.513799900802658,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.355, 'e': 0.1510718088363708}",25,14,18.71906471466391,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.355, 'e': 0.14956861922263504}",25,3,30.634788311440982,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.355, 'e': 0.14808038659546244}",30,21,-3.2070223672302323,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
192,False,"{'a': 0.355, 'e': 0.14660696213035015}",25,10,17.191720642777412,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.355, 'e': 0.14514819848362376}",35,0,-27.024788122315982,"{0: 30, 1: 2, 2: 1, 3: 1, 4: 1}",0
194,False,"{'a': 0.355, 'e': 0.14370394977770293}",25,17,15.614689065329335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.355, 'e': 0.1422740715865136}",20,11,6.76009046146452,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.355, 'e': 0.140858420921045}",30,18,22.23811030791413,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.355, 'e': 0.13945685621505094}",20,7,0.2724451344763832,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.355, 'e': 0.13806923731089282}",30,23,14.170320763373159,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.355, 'e': 0.13669542544552385}",25,0,19.968593613357363,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
200,False,"{'a': 0.355, 'e': 0.1353352832366127}",30,8,11.503832256118852,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
201,False,"{'a': 0.355, 'e': 0.13398867466880493}",30,16,-14.376678245592398,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.355, 'e': 0.13265546508012172}",20,10,-25.30737395523731,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
203,False,"{'a': 0.355, 'e': 0.13133552114849303}",30,21,-4.015751668744528,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
204,False,"{'a': 0.355, 'e': 0.1300287108784259}",20,10,21.650942576881597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.355, 'e': 0.12873490358780423}",25,8,7.950704714072264,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.355, 'e': 0.12745396989482075}",20,15,6.573637076854991,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.355, 'e': 0.12618578170503877}",25,11,24.33657974896553,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.355, 'e': 0.12493021219858241}",25,10,-15.715028066476492,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
209,False,"{'a': 0.355, 'e': 0.12368713581745483}",20,8,20.832283969416753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.355, 'e': 0.12245642825298189}",35,24,-1.7025806067967557,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
211,False,"{'a': 0.355, 'e': 0.12123796643338168}",20,13,16.264617072348617,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.355, 'e': 0.12003162851145673}",20,12,3.264613984972515,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.355, 'e': 0.11883729385240964}",30,15,7.71681027256186,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.355, 'e': 0.11765484302177918}",20,0,-36.1320152957951,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
215,False,"{'a': 0.355, 'e': 0.11648415777349697}",30,20,-25.176248742973964,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
216,False,"{'a': 0.355, 'e': 0.11532512103806251}",25,11,-14.367544146392463,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 0.355, 'e': 0.11417761691083649}",20,9,13.40911378017624,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.355, 'e': 0.11304153064044985}",25,4,-5.068069375119463,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.355, 'e': 0.11191674861732889}",20,11,18.235251975807305,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.355, 'e': 0.11080315836233387}",25,19,1.2258346573922894,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.355, 'e': 0.10970064851551141}",25,13,24.022613517669154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.355, 'e': 0.10860910882495797}",20,10,7.244833928356769,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.355, 'e': 0.10752843013579495}",20,10,8.63878631222662,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.355, 'e': 0.1064585043792528}",20,0,-51.83710648371498,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
225,False,"{'a': 0.355, 'e': 0.10539922456186433}",35,19,18.66452707950374,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.355, 'e': 0.104350484754765}",30,17,2.844672972256987,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.355, 'e': 0.1033121800831002}",20,12,-10.593093076409001,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
228,False,"{'a': 0.355, 'e': 0.10228420671553744}",25,11,26.884619560727312,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.355, 'e': 0.10126646185388341}",30,13,22.21600811909268,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.355, 'e': 0.1002588437228037}",25,15,11.318616877433774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.355, 'e': 0.09926125155964564}",25,20,10.121459824465099,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.355, 'e': 0.09827358560436156}",25,15,13.088573706156463,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.355, 'e': 0.09729574708953277}",20,11,18.023918895638204,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.355, 'e': 0.09632763823049303}",20,9,21.50922608880341,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.355, 'e': 0.09536916221554961}",35,13,36.729782126811884,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.355, 'e': 0.09442022319630235}",20,12,17.036263054635324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.355, 'e': 0.09348072627805847}",20,14,11.056173720307601,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.355, 'e': 0.09255057751034329}",25,0,36.85876467245026,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
239,False,"{'a': 0.355, 'e': 0.09162968387750484}",30,16,23.725236889251363,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.355, 'e': 0.09071795328941251}",20,6,21.177433301630252,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.355, 'e': 0.08981529457224763}",25,11,25.000701866465395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.355, 'e': 0.08892161745938634}",25,17,14.980457440565552,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.355, 'e': 0.08803683258237255}",25,17,13.311996942341564,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.355, 'e': 0.0871608514619813}",20,5,23.74518152461122,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.355, 'e': 0.0862935864993705}",30,19,20.1891046534912,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.355, 'e': 0.08543495096732123}",30,23,14.21318627815937,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.355, 'e': 0.08458485900156469}",25,16,15.31159619681841,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.355, 'e': 0.08374322559219596}",25,0,22.84666150670377,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
249,False,"{'a': 0.355, 'e': 0.08290996657517266}",20,15,7.626336653818731,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.355, 'e': 0.0820849986238988}",20,12,18.414487385467268,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.355, 'e': 0.08126823924089167}",20,0,30.591189735789822,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
252,False,"{'a': 0.355, 'e': 0.08045960674953243}",30,3,46.87820357138556,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.355, 'e': 0.07965902028589801}",20,9,-18.08567522866469,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
254,False,"{'a': 0.355, 'e': 0.07886639979067495}",25,15,6.1054417167122175,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.355, 'e': 0.07808166600115313}",20,13,12.83994724453358,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.355, 'e': 0.07730474044329974}",20,6,22.648200722911085,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.355, 'e': 0.07653554542391151}",30,15,29.407876719786962,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.355, 'e': 0.07577400402284548}",30,18,19.813473853501232,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.355, 'e': 0.07502004008532698}",25,13,24.207316606607385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.355, 'e': 0.07427357821433388}",25,20,8.798359425096363,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.355, 'e': 0.0735345437630571}",30,14,18.13530112647496,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.355, 'e': 0.07280286282743559}",30,20,5.398173548477484,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.355, 'e': 0.0720784622387661}",35,22,23.937804006213867,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.355, 'e': 0.07136126955638605}",20,16,6.712380452188617,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.355, 'e': 0.0706512130604296}",25,18,9.878272937907074,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.355, 'e': 0.06994822174465536}",35,17,22.14579380703194,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.355, 'e': 0.06925222530934598}",30,18,9.715648923045217,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.355, 'e': 0.06856315415427791}",20,16,8.375403896210631,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.355, 'e': 0.06788093937176144}",30,7,40.30064991964551,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.355, 'e': 0.06720551273974976}",25,14,20.690281705933213,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.355, 'e': 0.06653680671501686}",30,13,19.013399705790498,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.355, 'e': 0.06587475442640295}",25,20,8.905944496527177,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.355, 'e': 0.06521928966812753}",20,10,17.885691885658808,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.355, 'e': 0.06457034689316847}",25,10,25.430786855821072,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.355, 'e': 0.06392786120670757}",20,13,11.50214826170494,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.355, 'e': 0.0632917683596407}",20,0,28.305735041563466,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.355, 'e': 0.06266200474215315}",25,19,11.130417127673894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.355, 'e': 0.06203850737735829}",25,7,22.628093392237467,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.355, 'e': 0.06142121391500013}",20,14,12.225004889006799,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.355, 'e': 0.060810062625217945}",25,11,22.68815391491932,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.355, 'e': 0.06020499239237355}",25,16,16.988638855364727,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.355, 'e': 0.05960594270893936}",25,15,20.547261778993168,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.355, 'e': 0.059012853669447835}",20,3,-11.573254837438242,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
284,False,"{'a': 0.355, 'e': 0.05842566596450083}",25,8,27.98778720111028,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.355, 'e': 0.05784432087483846}",20,3,29.846657492000944,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.355, 'e': 0.05726876026546735}",25,15,18.93405389095828,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.355, 'e': 0.05669892657984691}",25,13,20.381863730176054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.355, 'e': 0.056134762834133725}",20,16,7.26834774798825,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.355, 'e': 0.05557621261148306}",30,18,19.146260219237437,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.355, 'e': 0.05502322005640723}",20,8,21.283251060752267,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.355, 'e': 0.05447572986918986}",25,14,21.26032541698912,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.355, 'e': 0.05393368730035602}",20,6,15.043716332015883,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.355, 'e': 0.05339703814519708}",20,10,14.013689387019594,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.355, 'e': 0.05286572873835037}",25,14,19.20049200459633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.355, 'e': 0.05233970594843238}",20,9,19.095605178792812,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.355, 'e': 0.05181891717272583}",25,13,21.244425401665342,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.355, 'e': 0.051303310331919115}",20,6,24.676631206272223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.355, 'e': 0.0507928338648985}",25,11,14.791305275236885,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.355, 'e': 0.050287436723591865}",30,16,28.830552283082355,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.355, 'e': 0.049787068367863944}",30,13,35.43465776180807,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.355, 'e': 0.04929167876046214}",30,17,4.739897041730749,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.355, 'e': 0.04880121836201296}",20,13,12.56500547259142,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.355, 'e': 0.04831563812606777}",25,11,24.140186394720217,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.355, 'e': 0.04783488949419836}",20,12,13.936189073235452,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.355, 'e': 0.047358924391140915}",30,14,33.43867746449006,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.355, 'e': 0.046887695219988486}",25,8,34.46802707992471,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.355, 'e': 0.04642115485743125}",20,12,15.400242099753594,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.355, 'e': 0.045959256649044204}",20,14,12.596436850686509,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
